customer_id,customer_name,gender,age,city,state,customer_segment,registration_date
100079,Divya Gupta,Female,43,Mumbai,West Bengal,Active,2024-07-05 08:37:30
100080,Rahul Mehta,Male,27,Kolkata,Maharashtra,Premium,2022-02-12 18:44:25
100081,Anjali Joshi,Female,19,Mumbai,Karnataka,Active,2023-02-22 21:12:34
100082,Anjali Sharma,Female,26,Chennai,Maharashtra,Active,2024-01-14 10:24:11
100083,Arjun Gupta,Female,34,Chennai,Karnataka,Active,2023-09-15 23:22:27
100084,Ritu Joshi,Female,34,Kolkata,Karnataka,Active,2023-11-20 19:20:35
100085,Arjun Singh,Female,28,Chennai,Delhi,Active,2022-08-19 21:07:21
100086,Divya Iyer,Female,25,Delhi,Maharashtra,Active,2023-11-17 02:40:03
100087,Amit Iyer,Female,27,Hyderabad,West Bengal,New,2023-12-07 19:41:19
100088,Vikas Verma,Female,36,Hyderabad,Maharashtra,Active,2023-05-03 15:15:17
100089,Amit Nair,Male,49,Delhi,Karnataka,Inactive,2024-02-06 08:24:16
100090,Manish Verma,Female,57,Kolkata,Karnataka,Active,2024-10-26 00:14:02
100091,Priya Iyer,Female,25,Kolkata,Delhi,New,2023-03-13 05:57:35
100092,Ritu Sharma,Female,42,Hyderabad,Telangana,Active,2022-06-24 00:17:26
100093,Anjali Chatterjee,Male,49,Hyderabad,West Bengal,Premium,2022-01-01 10:42:09
100094,Priya Nair,Female,58,Pune,Maharashtra,Active,2023-12-10 16:40:37
100095,Anjali Iyer,Female,19,Mumbai,West Bengal,Active,2024-04-29 15:11:13
100096,Vikas Sharma,Female,28,Mumbai,Maharashtra,New,2022-09-25 04:22:22
100097,Vikas Mehta,Female,43,Bangalore,Maharashtra,Premium,2022-11-02 22:52:15
100098,Rohit Desai,Female,42,Chennai,Telangana,Active,2024-06-12 23:45:20
100099,Vikas Kulkarni,Female,37,Hyderabad,Delhi,Premium,2023-11-26 00:54:17
100100,Neha Chatterjee,Female,30,Pune,Tamil Nadu,Premium,2024-01-01 08:29:58
100101,Sneha Singh,Male,27,Pune,Maharashtra,New,2022-04-27 20:03:05
100102,Rahul Joshi,Female,29,Delhi,West Bengal,New,2024-08-10 09:43:01
100103,Divya Iyer,Male,35,Delhi,Maharashtra,Inactive,2024-06-06 01:00:53
100104,Rohit Mehta,Male,39,Delhi,West Bengal,New,2024-01-25 04:51:50
100105,Arjun Joshi,Female,20,Chennai,Maharashtra,Active,2024-12-11 16:52:21
100106,Suresh Kulkarni,Female,38,Hyderabad,Telangana,New,2023-07-20 16:52:16
100107,Sneha Joshi,Female,32,Pune,Tamil Nadu,Active,2022-05-12 06:32:42
100108,Amit Nair,Female,28,Pune,Telangana,Premium,2022-12-22 10:20:19
100109,Suresh Gupta,Male,24,Mumbai,Telangana,New,2023-03-12 12:27:45
100110,Rohit Kulkarni,Female,19,Pune,Telangana,Active,2023-12-09 16:34:48
100111,Sneha Joshi,Male,51,Mumbai,Maharashtra,Active,2024-12-07 00:10:50
100112,Amit Mehta,Male,25,Delhi,Karnataka,Active,2024-04-08 16:43:57
100113,Anjali Gupta,Female,45,Delhi,Tamil Nadu,Active,2024-12-28 04:16:21
100114,Pooja Iyer,Female,48,Hyderabad,Tamil Nadu,Premium,2023-08-16 05:06:13
100115,Sneha Sharma,Female,33,Delhi,Delhi,New,2022-05-21 18:14:16
100116,Pooja Kulkarni,Female,45,Hyderabad,Maharashtra,Premium,2022-09-24 17:16:52
100117,Rahul Nair,Male,24,Pune,Maharashtra,Active,2023-09-28 21:34:43
100118,Vikas Singh,Female,35,Pune,Tamil Nadu,Inactive,2023-12-21 01:16:28
100119,Kavya Nair,Male,40,Delhi,West Bengal,New,2023-01-22 14:53:54
100120,Rahul Mehta,Male,33,Hyderabad,Telangana,New,2024-04-22 06:40:14
100121,Arjun Joshi,Male,39,Chennai,Tamil Nadu,Active,2022-08-05 04:38:34
100122,Pooja Mehta,Male,49,Bangalore,West Bengal,Active,2022-05-30 05:25:47
100123,Vikas Verma,Female,50,Mumbai,Maharashtra,Premium,2023-12-10 04:05:24
100124,Rohit Mehta,Male,25,Hyderabad,Tamil Nadu,Active,2022-10-26 07:36:51
100125,Arjun Chatterjee,Female,41,Pune,Karnataka,Premium,2023-06-21 22:47:38
100126,Manish Nair,Female,56,Mumbai,Karnataka,Premium,2024-01-10 22:34:23
100127,Anjali Singh,Female,33,Bangalore,Telangana,Active,2023-03-22 03:57:41
100128,Rahul Verma,Male,31,Pune,Karnataka,Premium,2023-06-17 02:21:33
100129,Neha Verma,Male,34,Bangalore,Delhi,Active,2024-07-02 20:20:34
100130,Suresh Mehta,Female,49,Delhi,Telangana,New,2022-10-24 22:19:03
100131,Priya Desai,Male,56,Kolkata,Karnataka,Active,2023-03-24 04:26:59
100132,Kavya Verma,Male,48,Kolkata,Telangana,Active,2024-09-08 13:16:03
100133,Manish Mehta,Male,39,Chennai,Telangana,Active,2024-01-04 00:30:36
100134,Sneha Desai,Male,46,Hyderabad,West Bengal,Active,2022-08-15 01:50:20
100135,Sneha Desai,Female,58,Delhi,West Bengal,Inactive,2022-12-18 23:43:36
100136,Kavya Verma,Female,19,Hyderabad,Delhi,Active,2023-07-10 17:40:30
100137,Priya Singh,Female,51,Mumbai,Tamil Nadu,New,2022-07-01 23:40:19
100138,Rahul Mehta,Female,23,Chennai,Delhi,New,2022-10-27 09:50:38
100139,Kunal Iyer,Male,28,Mumbai,Telangana,Inactive,2022-11-01 00:03:19
100140,Sneha Joshi,Female,31,Pune,Delhi,Active,2023-01-28 04:03:46
100141,Anjali Patel,Female,24,Bangalore,Delhi,Premium,2023-05-13 22:50:43
100142,Kunal Sharma,Female,54,Kolkata,Maharashtra,New,2024-04-09 11:09:32
100143,Kunal Verma,Male,40,Bangalore,West Bengal,Premium,2022-09-01 22:24:51
100144,Suresh Verma,Male,56,Kolkata,West Bengal,Active,2024-10-02 14:59:10
100145,Kavya Gupta,Female,18,Delhi,Maharashtra,Inactive,2023-03-17 18:10:49
100146,Sneha Verma,Female,24,Bangalore,Telangana,Active,2023-12-02 02:02:32
100147,Ritu Singh,Male,28,Pune,Delhi,Premium,2022-10-15 13:51:51
100148,Ritu Patel,Male,49,Kolkata,Telangana,Active,2022-06-16 02:52:14
100149,Sneha Nair,Male,20,Chennai,Maharashtra,Active,2023-10-11 07:50:04
100150,Amit Patel,Female,34,Bangalore,Maharashtra,New,2022-09-10 04:31:41
100151,Rohit Kulkarni,Male,58,Hyderabad,Delhi,Active,2022-04-11 16:07:21
100152,Priya Verma,Female,29,Kolkata,Delhi,Inactive,2022-03-04 20:12:55
100153,Neha Verma,Male,25,Kolkata,Delhi,Active,2023-06-08 17:45:29
100154,Amit Gupta,Female,19,Pune,Telangana,Inactive,2022-04-14 11:33:05
100155,Neha Nair,Female,22,Chennai,Karnataka,Active,2024-02-29 14:39:43
100156,Suresh Nair,Female,44,Bangalore,Telangana,Premium,2024-04-25 16:04:32
100157,Divya Verma,Male,27,Hyderabad,West Bengal,Premium,2024-06-21 14:39:44
100158,Priya Singh,Female,41,Pune,Telangana,Inactive,2024-04-20 15:35:26
100159,Kunal Mehta,Female,59,Delhi,Telangana,Inactive,2023-10-21 14:33:15
100160,Rohit Mehta,Male,53,Mumbai,West Bengal,Active,2023-02-12 01:40:32
100161,Neha Gupta,Male,39,Chennai,Delhi,Premium,2024-08-01 04:24:02
100162,Kavya Mehta,Female,56,Kolkata,Maharashtra,New,2024-01-03 11:12:22
100163,Vikas Mehta,Female,54,Bangalore,Delhi,Premium,2024-12-20 17:10:22
100164,Rohit Patel,Female,29,Chennai,Delhi,Premium,2023-07-19 12:50:33
100165,Pooja Sharma,Male,19,Hyderabad,Karnataka,Premium,2023-08-14 04:38:02
100166,Kunal Joshi,Male,58,Hyderabad,West Bengal,Active,2023-01-19 18:00:16
100167,Sneha Patel,Male,55,Hyderabad,Maharashtra,Premium,2022-02-07 03:23:12
100168,Amit Joshi,Male,56,Mumbai,Telangana,Active,2023-07-15 04:42:08
100169,Kavya Nair,Male,33,Pune,Delhi,New,2023-09-18 02:07:46
100170,Anjali Iyer,Male,23,Pune,Maharashtra,Inactive,2023-01-06 14:07:52
100171,Suresh Singh,Male,56,Bangalore,West Bengal,Active,2023-02-22 11:23:48
100172,Sneha Singh,Male,25,Kolkata,Telangana,Inactive,2022-12-26 21:44:19
100173,Kunal Nair,Male,51,Delhi,Maharashtra,New,2024-05-28 23:17:23
100174,Kavya Iyer,Male,55,Delhi,Tamil Nadu,New,2023-04-05 21:43:22
100175,Priya Sharma,Female,34,Delhi,Karnataka,New,2022-08-12 16:19:14
100176,Divya Patel,Male,36,Kolkata,Maharashtra,Active,2024-08-13 22:31:28
100177,Rohit Desai,Male,31,Hyderabad,West Bengal,Active,2022-10-12 00:55:47
100178,Kunal Sharma,Male,48,Bangalore,Delhi,Active,2023-11-22 16:10:58
100179,Kavya Kulkarni,Female,45,Mumbai,West Bengal,Active,2023-08-28 13:43:18
100180,Rohit Iyer,Female,46,Bangalore,Karnataka,Inactive,2022-11-26 18:23:43
100181,Priya Iyer,Male,30,Delhi,Karnataka,Inactive,2023-07-14 23:58:19
100182,Priya Joshi,Male,54,Pune,West Bengal,Active,2022-04-03 23:36:10
100183,Vikas Verma,Female,38,Hyderabad,Karnataka,Active,2022-08-08 05:45:18
100184,Sneha Verma,Female,36,Chennai,West Bengal,Active,2023-02-22 16:53:18
100185,Kavya Verma,Female,40,Bangalore,Delhi,Inactive,2022-09-05 15:29:11
100186,Neha Gupta,Female,53,Bangalore,Tamil Nadu,Active,2022-01-14 00:10:07
100187,Divya Singh,Male,35,Mumbai,Karnataka,Active,2024-03-09 04:27:38
100188,Divya Chatterjee,Male,46,Pune,Maharashtra,Active,2023-05-29 18:06:20
100189,Arjun Nair,Female,47,Bangalore,Delhi,Inactive,2022-06-16 03:17:08
100190,Divya Joshi,Male,23,Kolkata,Tamil Nadu,Active,2024-06-23 10:19:32
100191,Pooja Verma,Male,54,Pune,Karnataka,Active,2022-05-07 12:37:27
100192,Amit Sharma,Male,23,Delhi,West Bengal,Active,2022-06-05 09:04:13
100193,Neha Joshi,Female,55,Mumbai,Maharashtra,Active,2024-12-18 22:04:27
100194,Neha Kulkarni,Female,42,Bangalore,Telangana,Active,2022-01-09 17:33:14
100195,Rohit Iyer,Female,21,Hyderabad,Karnataka,Inactive,2024-12-15 09:23:59
100196,Sneha Chatterjee,Female,45,Kolkata,Telangana,Premium,2024-05-13 16:11:47
100197,Sneha Nair,Female,54,Mumbai,Telangana,New,2023-01-29 03:57:30
100198,Neha Nair,Male,56,Hyderabad,Delhi,Premium,2024-09-23 12:41:44
100199,Neha Singh,Female,57,Hyderabad,Telangana,New,2022-12-30 18:07:06
100200,Anjali Verma,Male,29,Delhi,Maharashtra,Active,2022-06-05 11:50:26
100201,Neha Mehta,Female,26,Mumbai,Tamil Nadu,Premium,2023-12-21 12:53:20
100202,Sneha Chatterjee,Female,59,Bangalore,Maharashtra,Premium,2022-07-25 22:52:37
100203,Ritu Verma,Male,22,Delhi,Tamil Nadu,New,2024-04-27 01:26:21
100204,Sneha Patel,Male,29,Chennai,West Bengal,New,2022-10-21 21:55:47
100205,Kavya Iyer,Female,28,Chennai,West Bengal,New,2022-01-30 02:17:56
100206,Arjun Mehta,Female,44,Pune,Maharashtra,Active,2022-04-17 06:01:43
100207,Ritu Nair,Female,55,Mumbai,Telangana,Active,2022-12-09 15:28:59
100208,Vikas Nair,Male,36,Hyderabad,Telangana,Premium,2022-12-17 03:36:26
100209,Manish Chatterjee,Female,42,Pune,Karnataka,Active,2023-12-31 04:09:42
100210,Neha Singh,Male,25,Delhi,Karnataka,Active,2023-05-17 00:34:50
100211,Priya Gupta,Male,41,Delhi,Karnataka,Inactive,2023-10-20 17:39:17
100212,Sneha Gupta,Female,19,Hyderabad,Tamil Nadu,Active,2022-12-28 03:44:17
100213,Divya Desai,Female,40,Kolkata,Maharashtra,Active,2024-04-22 03:24:31
100214,Manish Patel,Female,35,Hyderabad,Karnataka,Inactive,2023-06-17 19:14:03
100215,Amit Mehta,Female,23,Delhi,Karnataka,Active,2022-07-28 04:29:05
100216,Kunal Nair,Male,29,Pune,Tamil Nadu,New,2024-03-22 07:15:44
100217,Vikas Iyer,Male,30,Pune,Karnataka,Premium,2023-10-08 23:50:00
100218,Anjali Mehta,Female,33,Kolkata,Telangana,Premium,2024-09-06 04:09:18
100219,Kavya Mehta,Male,42,Delhi,West Bengal,Active,2022-11-07 19:00:48
100220,Rahul Mehta,Female,34,Delhi,Telangana,Premium,2022-06-07 19:43:33
100221,Divya Verma,Female,29,Mumbai,West Bengal,Inactive,2022-09-03 19:53:36
100222,Suresh Gupta,Male,31,Delhi,Karnataka,Active,2024-07-08 07:23:01
100223,Anjali Singh,Female,35,Delhi,West Bengal,Active,2022-10-18 07:38:40
100224,Vikas Patel,Male,30,Kolkata,Tamil Nadu,Active,2023-03-23 16:27:58
100225,Divya Verma,Female,23,Bangalore,Karnataka,Active,2022-11-30 16:39:46
100226,Neha Desai,Female,22,Pune,Telangana,Active,2022-10-31 11:38:51
100227,Rahul Gupta,Female,38,Mumbai,Delhi,Inactive,2024-03-02 15:09:52
100228,Kavya Mehta,Male,37,Mumbai,Telangana,New,2024-11-04 11:44:00
100229,Rohit Nair,Female,51,Chennai,West Bengal,New,2024-06-03 03:36:02
100230,Vikas Joshi,Male,24,Bangalore,Tamil Nadu,Inactive,2023-05-13 12:02:32
100231,Priya Kulkarni,Male,42,Hyderabad,Tamil Nadu,Active,2024-05-13 09:59:14
100232,Rohit Sharma,Female,21,Chennai,Delhi,Active,2023-06-22 00:53:38
100233,Arjun Chatterjee,Female,51,Mumbai,Delhi,Active,2023-03-02 19:04:53
100234,Kavya Desai,Female,39,Kolkata,West Bengal,New,2024-11-10 08:06:06
100235,Suresh Iyer,Male,37,Mumbai,West Bengal,Active,2022-03-30 10:28:19
100236,Kavya Patel,Female,56,Pune,Maharashtra,Inactive,2023-07-20 00:26:42
100237,Arjun Desai,Female,58,Hyderabad,Maharashtra,Inactive,2022-04-07 10:13:26
100238,Ritu Sharma,Female,36,Hyderabad,Tamil Nadu,Premium,2024-09-02 00:40:12
100239,Manish Nair,Female,57,Bangalore,Karnataka,New,2023-01-31 16:24:35
100240,Priya Iyer,Female,54,Hyderabad,Karnataka,Active,2024-08-04 05:02:02
100241,Kunal Iyer,Male,35,Chennai,Karnataka,Active,2024-10-19 18:20:53
100242,Rohit Mehta,Male,59,Hyderabad,Telangana,Active,2022-05-24 06:41:55
100243,Arjun Desai,Female,30,Chennai,Karnataka,Active,2022-02-14 17:55:57
100244,Kavya Sharma,Male,34,Pune,Delhi,New,2022-04-13 22:02:46
100245,Neha Nair,Female,55,Chennai,Maharashtra,Active,2024-10-16 19:23:07
100246,Arjun Singh,Female,58,Bangalore,Tamil Nadu,Active,2023-04-29 17:12:29
100247,Kunal Singh,Male,52,Mumbai,Telangana,Active,2023-11-21 09:47:15
100248,Manish Kulkarni,Male,57,Pune,Karnataka,Inactive,2023-10-01 07:37:33
100249,Arjun Kulkarni,Male,41,Mumbai,Maharashtra,Inactive,2023-11-30 04:28:10
100250,Vikas Verma,Female,36,Delhi,Telangana,Active,2023-12-30 03:32:47
100251,Suresh Iyer,Male,57,Chennai,Tamil Nadu,New,2024-10-12 06:18:03
100252,Divya Kulkarni,Female,59,Kolkata,Delhi,Active,2024-01-06 09:12:12
100253,Priya Mehta,Male,35,Hyderabad,Tamil Nadu,Premium,2024-07-11 19:46:02
100254,Rohit Gupta,Male,30,Pune,Maharashtra,New,2022-08-25 00:09:53
100255,Anjali Mehta,Female,35,Delhi,Telangana,Inactive,2023-10-22 09:46:58
100256,Rahul Sharma,Female,30,Bangalore,Delhi,Inactive,2022-11-27 13:45:55
100257,Amit Joshi,Female,42,Delhi,West Bengal,Inactive,2023-07-30 07:01:52
100258,Neha Singh,Female,49,Kolkata,West Bengal,Premium,2022-12-29 16:17:29
100259,Rohit Singh,Female,23,Delhi,West Bengal,Active,2022-08-13 03:52:54
100260,Amit Chatterjee,Female,26,Kolkata,Karnataka,Active,2022-06-23 14:10:17
100261,Rohit Mehta,Female,21,Mumbai,Tamil Nadu,New,2022-09-25 16:10:22
100262,Divya Nair,Male,18,Kolkata,West Bengal,Inactive,2023-04-02 10:35:18
100263,Kunal Singh,Male,20,Hyderabad,Karnataka,New,2024-09-28 14:21:05
100264,Amit Verma,Male,54,Chennai,Telangana,Active,2023-10-12 06:18:56
100265,Rohit Gupta,Female,21,Delhi,Karnataka,Inactive,2024-07-27 17:26:59
100266,Rohit Iyer,Female,45,Delhi,Delhi,Active,2024-08-19 05:39:10
100267,Kavya Gupta,Male,20,Pune,Tamil Nadu,Active,2023-01-25 23:56:41
100268,Pooja Joshi,Female,22,Delhi,Delhi,Premium,2023-10-25 06:19:30
100269,Neha Joshi,Female,20,Pune,West Bengal,New,2023-12-29 15:09:06
100270,Suresh Iyer,Female,56,Pune,Tamil Nadu,Active,2022-07-05 14:34:50
100271,Kavya Chatterjee,Female,34,Pune,Karnataka,New,2023-07-14 13:22:28
100272,Anjali Sharma,Male,34,Bangalore,Maharashtra,New,2023-11-18 02:38:19
100273,Manish Gupta,Male,24,Kolkata,Maharashtra,Active,2024-01-15 19:54:02
100274,Ritu Iyer,Female,18,Chennai,Maharashtra,Active,2024-05-27 12:39:57
100275,Priya Mehta,Male,36,Pune,Tamil Nadu,Active,2022-02-11 03:24:45
100276,Kavya Mehta,Male,42,Pune,Telangana,Inactive,2022-10-16 17:31:44
100277,Amit Desai,Male,42,Mumbai,Telangana,Inactive,2023-04-10 02:50:52
100278,Arjun Kulkarni,Male,35,Kolkata,Tamil Nadu,Active,2023-02-01 16:25:57
100279,Vikas Gupta,Male,52,Pune,Telangana,New,2022-04-29 13:53:12
100280,Divya Gupta,Female,43,Mumbai,Maharashtra,Active,2022-10-04 13:34:59
100281,Pooja Chatterjee,Male,39,Kolkata,West Bengal,New,2023-10-10 18:54:37
100282,Manish Kulkarni,Male,29,Hyderabad,Delhi,Active,2023-01-24 06:04:07
100283,Arjun Chatterjee,Female,34,Kolkata,Maharashtra,Premium,2022-04-01 11:16:53
100284,Pooja Gupta,Female,56,Bangalore,Karnataka,Active,2022-11-09 15:02:47
100285,Anjali Joshi,Male,59,Kolkata,Maharashtra,New,2023-10-15 21:45:24
100286,Sneha Gupta,Female,56,Kolkata,Maharashtra,Inactive,2022-10-28 06:56:13
100287,Anjali Nair,Male,45,Chennai,West Bengal,Premium,2022-11-03 19:40:10
100288,Rohit Sharma,Male,58,Hyderabad,Delhi,Inactive,2024-07-06 04:03:23
100289,Neha Iyer,Female,33,Pune,Karnataka,Premium,2022-10-20 05:53:40
100290,Suresh Gupta,Male,55,Pune,Telangana,Active,2023-08-26 07:15:56
100291,Anjali Joshi,Male,36,Kolkata,Tamil Nadu,Active,2023-11-08 15:12:10
100292,Ritu Kulkarni,Male,26,Mumbai,Tamil Nadu,Inactive,2022-07-18 07:22:38
100293,Rahul Singh,Female,47,Kolkata,Karnataka,New,2024-11-16 17:49:07
100294,Rohit Singh,Female,23,Mumbai,Telangana,Active,2023-04-07 18:08:18
100295,Arjun Gupta,Female,26,Chennai,West Bengal,Premium,2023-01-20 04:33:36
100296,Pooja Iyer,Male,55,Pune,Karnataka,Active,2024-02-16 06:50:05
100297,Kunal Patel,Male,46,Kolkata,Maharashtra,Active,2022-04-24 09:52:51
100298,Manish Singh,Female,19,Chennai,Maharashtra,Active,2024-03-13 01:55:04
100299,Divya Iyer,Male,59,Chennai,Maharashtra,Active,2024-12-29 22:23:26
100300,Vikas Patel,Male,50,Mumbai,Telangana,Active,2022-08-06 18:04:06
100301,Vikas Patel,Male,47,Pune,West Bengal,Active,2023-01-01 01:55:31
100302,Suresh Singh,Male,19,Delhi,Maharashtra,New,2022-02-02 00:17:15
100303,Amit Sharma,Female,18,Bangalore,Telangana,Inactive,2024-10-02 23:57:07
100304,Kunal Chatterjee,Male,29,Kolkata,Maharashtra,Active,2023-07-17 14:55:42
100305,Priya Patel,Male,43,Pune,Tamil Nadu,Active,2023-08-23 17:44:06
100306,Rahul Verma,Male,22,Kolkata,West Bengal,Active,2022-12-13 03:15:55
100307,Rahul Mehta,Male,57,Mumbai,Telangana,Active,2023-07-22 19:21:14
100308,Pooja Mehta,Female,29,Hyderabad,West Bengal,Active,2022-06-20 00:13:09
100309,Rahul Gupta,Female,22,Pune,Delhi,Active,2023-09-03 10:02:00
100310,Ritu Verma,Female,51,Mumbai,Telangana,Inactive,2024-07-06 21:03:50
100311,Vikas Kulkarni,Female,19,Mumbai,Tamil Nadu,Active,2022-10-05 10:52:41
100312,Vikas Chatterjee,Male,19,Kolkata,Delhi,New,2022-10-25 10:25:48
